MARKER_FILE	MUTATIONS_FILE	INTERSECTION	UNION	JACCARD	N_INTERSECTIONS
GSM1341959_18h.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	979	14002168	6.99177e-05	491
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	4802	18674809	0.000257138	2391
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	6718	18764076	0.000358025	3166
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	3534	18623060	0.000189765	1760
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	4605	18665475	0.000246712	2292
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	11738	18884030	0.000621583	5795
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	14107	18971988	0.00074357	6941
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	9561	18806860	0.000508378	4734
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	11789	18882483	0.000624335	5820
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	2513	18607041	0.000135056	1249
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	2995	18623127	0.000160822	1479
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	2139	18590016	0.000115062	1064
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	2535	18607046	0.000136239	1259
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	2067	18680145	0.000110652	1036
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	2860	18749166	0.00015254	1435
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	1432	18627240	7.68767e-05	717
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	1967	18671209	0.000105349	986
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	4684	18903250	0.000247788	2348
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	5978	19011002	0.000314449	2996
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	3722	18822117	0.000197746	1867
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	4680	18902804	0.000247582	2346
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	1254	18610270	6.73821e-05	628
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	1422	18625370	7.63475e-05	712
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	1065	18592738	5.72804e-05	533
GSM1341960_18h_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	1258	18610388	6.75967e-05	630
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	981	4299280	0.000228178	489
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	1342	4390102	0.000305688	648
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	654	4246590	0.000154006	326
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	900	4289830	0.000209799	448
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	2130	4514288	0.000471835	1050
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	2474	4604271	0.000537327	1218
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	1672	4435399	0.000376967	826
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	2111	4512811	0.000467779	1040
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	548	4229656	0.000129561	272
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	679	4246093	0.000159912	332
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	458	4212347	0.000108728	227
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	530	4229701	0.000125304	263
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	442	4302420	0.000102733	223
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	625	4372051	0.000142954	315
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	310	4249012	7.29581e-05	156
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	430	4293396	0.000100154	217
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	1014	4527570	0.000223961	510
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	1305	4636325	0.000281473	656
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	820	4445669	0.000184449	413
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	1014	4527120	0.000223983	510
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	270	4231904	6.38011e-05	136
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	306	4247136	7.20486e-05	154
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	218	4214235	5.17294e-05	110
GSM1341961_IR.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	270	4232026	6.37992e-05	136
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	1186	3520338	0.000336899	592
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	1688	3611019	0.000467458	786
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	841	3467666	0.000242526	419
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	1111	3510882	0.000316445	553
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	2668	3735013	0.000714322	1312
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	3133	3824875	0.000819112	1549
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	2139	3656195	0.000585034	1053
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	2645	3733540	0.000708443	1299
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	542	3450925	0.000157059	271
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	653	3467382	0.000188327	329
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	464	3433604	0.000135135	232
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	546	3450948	0.000158217	273
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	363	3523762	0.000103015	182
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	536	3593403	0.000149162	269
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	242	3470343	6.97337e-05	121
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	347	3514742	9.8727e-05	174
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	868	3748979	0.00023153	435
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	1078	3857815	0.000279433	540
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	692	3667060	0.000188707	347
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	868	3748529	0.000231557	435
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	214	3453223	6.19711e-05	107
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	238	3468467	6.86182e-05	119
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	172	3435544	5.00649e-05	86
GSM1341962_IR_3.2500-5000_liftedto38_SORTED.bed.peak.txt	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somaticRANDOMISED_SORTED.bed	214	3453345	6.19689e-05	107
GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.varscan.6c3ab3bc-a3ff-4cb9-bfec-310c19c3cca4.DR-7.0.somatic_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.muse.6fcfff20-4993-4789-b27b-69d165130466.DR-6.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.mutect.96983226-d92a-449d-8890-e1b210cee0fe.DR-6.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.somaticsniper.8855730e-21ad-4711-9be2-b58bc337834e.DR-6.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.BRCA.varscan.053e3955-5fbd-46d3-8a21-c3cde48ef9b4.DR-6.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.muse.e3f4a5e3-1f5f-4992-8b7e-ba3d6d1502b8.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.mutect.853e5584-b8c3-4836-9bda-6e7e84a64d97.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.somaticsniper.f359f8a4-9d0f-471b-a870-0b66f27f7c73.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.COAD.varscan.1b3c1c3e-a4e0-4505-bccb-1a5de81f897d.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.muse.06f4299d-bd5f-4291-b264-3a83e79b41c8.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.mutect.c999f6ca-0b24-4131-bc53-1665948f8e3f.DR-7.0.somaticRANDOMISED_SORTED.bed	GSM1382415_H2AX_MCF7_wz_vehicle_290_treat_afterfiting_all_liftedto38_SORTED.bed	TCGA.READ.somaticsniper.65fef5d9-73a5-4650-913f-1bf05313dba3.DR-7.0.somaticRANDOMISED_SORTED.bed	
